#,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP,InterSD,InterSK,IntraSD
561,Jeff Brigham,,0,26,28,1,2,0,0,4,24,15,5,30,13,9.76,4.13,2.36,1.55,0.226,1.3,0.27,68.50%,4.77,4.91,999,1.59,1.6,0.84
562,Sam Coonrod,,0,31,28.2,1,1,0,0,3,28,16,3,27,15,8.33,4.82,1.73,1.05,0.251,1.51,0.302,66.10%,5.13,4.91,999,2.13,0.45,0.7
563,Trent Thornton,SEA,0,46,54,3,3,0,0,8,53,25,8,47,21,7.76,3.43,2.26,1.38,0.254,1.37,0.291,75.70%,4.1,4.77,999,1.44,-0.18,0.52
564,Dominic Leone,,0,32,32.2,1,2,0,0,3,31,16,5,33,15,9.09,4.12,2.21,1.5,0.247,1.41,0.293,73.20%,4.53,4.88,999,1.24,-0.08,0.73
565,Stephen Nogosek,WSN,0,10,19,0,1,0,0,0,19,10,4,18,8,8.56,3.95,2.17,1.79,0.256,1.43,0.29,75.60%,4.64,5.43,999,1.47,0.2,1.03
566,Ricky Karcher,ARI,0,14,15.2,1,1,0,0,0,12,9,2,16,15,9.43,8.56,1.1,0.9,0.21,1.72,0.266,68.80%,5.24,5.46,999,1.31,0.3,0.83
567,Adrián Martínez,,1,33,43.2,1,4,0,0,2,47,23,6,36,16,7.39,3.32,2.22,1.32,0.27,1.44,0.308,70.10%,4.75,4.8,999,7.28,-1.57,0.56
568,Drew VerHagen,,0,35,37.2,3,1,0,0,6,36,19,6,35,16,8.43,3.86,2.19,1.39,0.247,1.38,0.288,70.30%,4.64,4.92,999,0.86,1,0.57
569,Amos Willingham,WSN,0,24,27,1,1,0,0,1,29,16,5,21,9,6.92,3.04,2.27,1.66,0.269,1.41,0.293,67.90%,5.19,5.27,999,2.48,-0.23,0.77
570,Declan Cronin,MIA,0,21,22.1,1,1,0,0,2,25,13,3,16,9,6.58,3.63,1.81,1.21,0.274,1.5,0.307,66.90%,5.16,5.08,999,1.64,0.96,0.85
571,Jonathan Heasley,BAL,1,19,26.2,1,2,0,0,1,28,15,5,20,10,6.91,3.37,2.05,1.63,0.264,1.42,0.288,68.60%,5.13,5.36,999,3.26,-0.27,0.81
572,Mason Englert,DET,0,21,27.2,2,2,0,0,1,30,15,5,23,9,7.35,2.79,2.64,1.56,0.275,1.41,0.307,69.00%,5,4.94,999,2.26,-0.51,0.76
573,Justin Garza,,0,11,14,1,0,0,0,1,15,8,2,12,7,7.52,4.6,1.63,1.55,0.265,1.56,0.298,69.00%,5.38,5.52,999,1.07,0.13,0.97
574,Hobie Harris,MIN,0,12,14.1,1,1,0,0,0,18,9,2,11,8,6.63,5.26,1.26,1.35,0.295,1.8,0.329,71.70%,5.46,5.65,999,2.81,-0.52,0.9
575,Luis Patiño,SDP,3,29,44.2,2,3,1,0,2,45,25,7,36,24,7.24,4.74,1.53,1.49,0.256,1.53,0.285,71.10%,5.02,5.49,747.4,6.03,-1.1,0.46
576,Adam Oller,CLE,1,15,23.1,1,2,0,0,1,25,14,4,19,11,7.25,4.15,1.75,1.61,0.267,1.52,0.295,66.60%,5.58,5.5,999,5.13,-0.97,0.75
577,Tim Hill,CHW,0,53,49.2,2,3,0,1,11,54,27,6,32,16,5.75,2.98,1.93,1.12,0.272,1.41,0.297,67.00%,4.83,4.83,750.5,3.61,-1.53,0.56
578,Tyler Beede,,0,15,17.1,1,1,0,0,1,19,10,2,13,9,6.86,4.63,1.48,1.23,0.27,1.59,0.304,68.20%,5.27,5.41,999,1.54,-0.25,0.9
579,Chad Kuhl,CHW,2,25,31,1,2,0,0,1,31,19,6,28,15,8.18,4.34,1.88,1.62,0.258,1.49,0.294,68.20%,5.35,5.4,999,6.31,-1.08,0.62
580,Matt Koch,COL,0,25,25.1,2,1,0,0,4,29,16,5,19,9,6.78,3.01,2.25,1.86,0.281,1.47,0.301,65.90%,5.72,5.58,999,2.57,-1.99,0.71
581,Matt Bowman,,0,21,22,1,1,0,0,3,23,12,4,18,10,7.42,3.9,1.9,1.49,0.266,1.48,0.299,70.40%,4.98,5.17,999,1.84,1.49,0.85
582,Jackson Kowar,SEA,0,35,42,2,2,0,0,3,44,24,6,42,22,8.94,4.77,1.87,1.23,0.265,1.58,0.323,68.70%,5.16,4.78,750.6,5.54,-0.79,0.44
583,Jimmy Lambert,CHW,1,46,50.2,2,3,0,3,8,50,28,9,51,26,9.09,4.55,2,1.61,0.254,1.49,0.3,72.40%,4.9,5.2,999,2.21,-1.07,0.53
584,Casey Lawrence,,0,12,18.2,1,1,0,0,3,22,12,4,14,6,6.69,2.75,2.43,1.95,0.291,1.5,0.311,66.20%,5.84,5.66,999,2.77,0.55,0.87
585,Collin Snider,SEA,0,23,23.2,1,1,0,0,3,25,13,3,16,13,6.19,4.78,1.29,1.07,0.266,1.58,0.296,68.40%,5.09,5.16,999,2.59,0.3,0.78
586,Bryan Shaw,CHW,0,50,52.1,3,2,0,1,6,50,28,7,46,28,7.9,4.86,1.63,1.16,0.248,1.5,0.291,69.90%,4.78,5.01,716.3,4.5,-0.87,0.46
587,Thaddeus Ward,WSN,0,35,39.1,1,1,0,0,2,38,23,6,35,23,7.96,5.23,1.52,1.41,0.249,1.54,0.285,68.70%,5.23,5.44,999,6.14,-1.12,0.53
588,Deivi García,CHW,1,47,58.2,2,4,0,1,7,58,34,11,55,35,8.47,5.33,1.59,1.64,0.254,1.58,0.292,71.10%,5.28,5.72,747.7,3.91,-0.51,0.72
